temporada_alta;dif_min;atraso_15;periodo_dia 
1;18.0;1;Tarde
0;16.0;1;Tarde
0;-4.0;0;Tarde
0;-2.0;0;Tarde
0;-6.0;0;Tarde
0;-4.0;0;Tarde
0;13.0;0;Tarde
0;-3.0;0;Tarde
0;17.0;1;Tarde
0;-3.0;0;Tarde
0;-2.0;0;Tarde
0;-3.0;0;Tarde
0;-5.0;0;Tarde
0;2.0;0;Tarde
0;-3.0;0;Tarde
0;1.0;0;Tarde
0;-5.0;0;Tarde
0;-3.0;0;Tarde
0;-1.0;0;Tarde
0;-1.0;0;Tarde
0;-1.0;0;Tarde
0;-1.0;0;Tarde
0;5.0;0;Tarde
0;-2.0;0;Tarde
0;2.0;0;Tarde
0;-4.0;0;Tarde
0;-5.0;0;Tarde
0;-2.0;0;Tarde
0;-9.0;0;Tarde
0;-2.0;0;Tarde
1;19.0;1;Tarde
1;8.0;0;Tarde
0;7.0;0;Tarde
0;-2.0;0;Tarde
0;-2.0;0;Tarde
0;0.0;0;Tarde
0;-4.0;0;Tarde
0;1.0;0;Tarde
0;-4.0;0;Tarde
0;-2.0;0;Tarde
0;10.0;0;Tarde
0;6.0;0;Tarde
0;2.0;0;Tarde
0;-2.0;0;Tarde
0;2.0;0;Tarde
0;-1.0;0;Tarde
0;0.0;0;Tarde
0;3.0;0;Tarde
0;-3.0;0;Tarde
0;4.0;0;Tarde
0;-2.0;0;Tarde
0;-2.0;0;Tarde
0;7.0;0;Tarde
0;0.0;0;Tarde
0;-1.0;0;Tarde
0;16.0;1;Tarde
0;7.0;0;Tarde
0;0.0;0;Noche
0;1.0;0;Noche
0;36.0;1;Tarde
0;40.0;1;Tarde
1;6.0;0;Mañana
1;-3.0;0;Mañana
0;4.0;0;Mañana
0;-2.0;0;Mañana
0;6.0;0;Mañana
0;-9.0;0;Mañana
0;-2.0;0;Mañana
0;0.0;0;Mañana
0;0.0;0;Mañana
0;-5.0;0;Mañana
0;1.0;0;Mañana
0;-3.0;0;Mañana
0;-7.0;0;Mañana
0;-4.0;0;Mañana
0;-4.0;0;Mañana
0;-5.0;0;Mañana
0;-4.0;0;Mañana
0;-2.0;0;Mañana
0;0.0;0;Mañana
0;5.0;0;Mañana
0;-3.0;0;Mañana
0;-3.0;0;Mañana
0;-1.0;0;Mañana
0;-5.0;0;Mañana
0;2.0;0;Mañana
0;-5.0;0;Mañana
0;-6.0;0;Mañana
0;-5.0;0;Mañana
0;-5.0;0;Mañana
0;5.0;0;Mañana
0;-5.0;0;Mañana
1;1.0;0;Mañana
1;10.0;0;Mañana
0;2.0;0;Mañana
0;0.0;0;Mañana
0;-5.0;0;Mañana
0;39.0;1;Mañana
0;0.0;0;Mañana
0;-3.0;0;Mañana
0;3.0;0;Mañana
0;7.0;0;Mañana
0;-3.0;0;Mañana
0;3.0;0;Mañana
0;2.0;0;Mañana
0;-7.0;0;Mañana
0;13.0;0;Mañana
0;-2.0;0;Mañana
0;4.0;0;Mañana
0;-14.0;0;Tarde
0;-1.0;0;Mañana
0;7.0;0;Mañana
0;-2.0;0;Mañana
0;-3.0;0;Mañana
0;20.0;1;Mañana
0;16.0;1;Mañana
0;-1.0;0;Tarde
0;0.0;0;Mañana
0;6.0;0;Mañana
0;-1.0;0;Mañana
0;11.0;0;Mañana
0;8.0;0;Mañana
0;15.0;0;Mañana
0;8.0;0;Tarde
0;83.0;1;Tarde
1;10.0;0;Tarde
1;19.0;1;Tarde
0;-1.0;0;Tarde
0;3.0;0;Tarde
0;-2.0;0;Tarde
0;-6.0;0;Tarde
0;2.0;0;Tarde
0;1.0;0;Tarde
0;0.0;0;Tarde
0;1.0;0;Tarde
0;3.0;0;Tarde
0;12.0;0;Tarde
0;-1.0;0;Tarde
0;11.0;0;Tarde
0;1.0;0;Tarde
0;9.0;0;Tarde
0;7.0;0;Tarde
0;-2.0;0;Noche
0;3.0;0;Tarde
0;12.0;0;Tarde
0;1.0;0;Tarde
0;-2.0;0;Noche
0;7.0;0;Tarde
0;-7.0;0;Tarde
0;49.0;1;Tarde
0;-4.0;0;Tarde
0;12.0;0;Tarde
0;17.0;1;Tarde
1;4.0;0;Noche
1;7.0;0;Noche
0;-2.0;0;Noche
0;10.0;0;Noche
0;-10.0;0;Noche
0;19.0;1;Tarde
0;0.0;0;Tarde
0;4.0;0;Tarde
0;7.0;0;Tarde
0;0.0;0;Noche
0;46.0;1;Noche
0;6.0;0;Tarde
0;6.0;0;Tarde
0;19.0;1;Tarde
0;37.0;1;Tarde
0;34.0;1;Noche
0;22.0;1;Noche
0;12.0;0;Tarde
0;16.0;1;Tarde
0;7.0;0;Tarde
0;3.0;0;Tarde
0;32.0;1;Noche
0;-1.0;0;Noche
0;1.0;0;Noche
0;6.0;0;Noche
0;-4.0;0;Noche
0;-1.0;0;Noche
0;-5.0;0;Noche
0;-7.0;0;Noche
0;-9.0;0;Noche
0;-2.0;0;Noche
0;10.0;0;Noche
0;11.0;0;Noche
0;-1.0;0;Noche
0;-4.0;0;Noche
0;0.0;0;Noche
0;0.0;0;Noche
1;12.0;0;Mañana
1;1.0;0;Mañana
0;5.0;0;Mañana
0;-4.0;0;Mañana
0;2.0;0;Mañana
0;-4.0;0;Mañana
0;-5.0;0;Mañana
0;-2.0;0;Mañana
0;-4.0;0;Mañana
0;-3.0;0;Mañana
0;-2.0;0;Mañana
0;-6.0;0;Mañana
0;-3.0;0;Mañana
0;-1.0;0;Mañana
0;-4.0;0;Mañana
0;-4.0;0;Mañana
0;1.0;0;Mañana
0;-1.0;0;Mañana
0;-3.0;0;Mañana
0;1.0;0;Mañana
0;-1.0;0;Mañana
0;-4.0;0;Mañana
0;-3.0;0;Mañana
0;1.0;0;Mañana
0;-4.0;0;Mañana
0;-1.0;0;Mañana
0;-2.0;0;Mañana
0;-2.0;0;Mañana
0;-3.0;0;Mañana
0;-5.0;0;Mañana
0;-2.0;0;Mañana
1;6.0;0;Tarde
1;0.0;0;Tarde
0;-1.0;0;Tarde
0;-5.0;0;Tarde
0;13.0;0;Tarde
0;-1.0;0;Tarde
0;0.0;0;Tarde
0;3.0;0;Tarde
0;0.0;0;Tarde
0;-2.0;0;Tarde
0;10.0;0;Tarde
0;7.0;0;Tarde
0;-3.0;0;Tarde
0;-1.0;0;Tarde
0;9.0;0;Tarde
0;-1.0;0;Tarde
0;-1.0;0;Tarde
0;1.0;0;Tarde
0;2.0;0;Tarde
0;-7.0;0;Tarde
0;-2.0;0;Tarde
0;-2.0;0;Tarde
0;0.0;0;Tarde
0;14.0;0;Tarde
1;18.0;1;Noche
1;1.0;0;Noche
0;3.0;0;Noche
0;2.0;0;Noche
0;8.0;0;Noche
0;0.0;0;Noche
0;-2.0;0;Noche
0;5.0;0;Noche
0;-3.0;0;Noche
0;-6.0;0;Noche
0;-5.0;0;Noche
0;3.0;0;Noche
0;-3.0;0;Noche
0;-1.0;0;Noche
0;-1.0;0;Noche
0;1.0;0;Noche
0;-2.0;0;Noche
0;28.0;1;Noche
0;5.0;0;Noche
0;8.0;0;Noche
0;-1.0;0;Noche
0;2.0;0;Noche
0;-5.0;0;Noche
0;3.0;0;Noche
0;-6.0;0;Noche
0;-1.0;0;Noche
0;2.0;0;Noche
0;5.0;0;Noche
0;-1.0;0;Noche
1;-6.0;0;Mañana
1;-2.0;0;Mañana
0;3.0;0;Mañana
0;7.0;0;Mañana
0;9.0;0;Mañana
0;3.0;0;Mañana
0;-2.0;0;Mañana
0;0.0;0;Mañana
0;-2.0;0;Mañana
0;-1.0;0;Mañana
0;2.0;0;Mañana
0;-2.0;0;Mañana
0;-2.0;0;Mañana
0;-3.0;0;Mañana
0;-3.0;0;Mañana
0;1.0;0;Mañana
0;-4.0;0;Mañana
0;-2.0;0;Mañana
0;-1.0;0;Mañana
0;3.0;0;Mañana
0;0.0;0;Mañana
0;3.0;0;Mañana
0;1.0;0;Mañana
0;-2.0;0;Mañana
0;5.0;0;Mañana
0;-1.0;0;Mañana
0;1.0;0;Mañana
0;1.0;0;Mañana
0;24.0;1;Mañana
0;-2.0;0;Mañana
0;8.0;0;Mañana
1;8.0;0;Noche
1;4.0;0;Noche
0;3.0;0;Noche
0;7.0;0;Noche
0;-3.0;0;Noche
1;-1.0;0;Tarde
1;12.0;0;Tarde
0;2.0;0;Tarde
0;-2.0;0;Tarde
0;5.0;0;Tarde
0;4.0;0;Tarde
0;-3.0;0;Tarde
0;33.0;1;Tarde
0;17.0;1;Tarde
0;2.0;0;Tarde
0;158.0;1;Tarde
0;-4.0;0;Tarde
0;-5.0;0;Tarde
0;8.0;0;Tarde
0;-4.0;0;Tarde
0;2.0;0;Tarde
0;6.0;0;Tarde
0;-4.0;0;Tarde
0;11.0;0;Tarde
0;0.0;0;Tarde
0;-1.0;0;Tarde
0;-5.0;0;Tarde
0;0.0;0;Tarde
0;54.0;1;Tarde
0;8.0;0;Tarde
0;-3.0;0;Tarde
0;3.0;0;Tarde
0;-1.0;0;Tarde
0;18.0;1;Tarde
0;-1.0;0;Tarde
0;-7.0;0;Tarde
1;4.0;0;Tarde
1;2.0;0;Tarde
0;-1.0;0;Tarde
0;12.0;0;Tarde
0;44.0;1;Tarde
0;-3.0;0;Tarde
0;-1.0;0;Tarde
0;-6.0;0;Tarde
0;-1.0;0;Tarde
0;14.0;0;Tarde
0;5.0;0;Tarde
0;6.0;0;Tarde
0;-2.0;0;Tarde
0;-3.0;0;Tarde
0;-2.0;0;Tarde
0;50.0;1;Tarde
0;5.0;0;Tarde
0;0.0;0;Tarde
0;71.0;1;Tarde
0;-2.0;0;Tarde
0;8.0;0;Tarde
0;3.0;0;Tarde
0;-3.0;0;Tarde
0;-5.0;0;Tarde
0;0.0;0;Tarde
1;15.0;0;Tarde
1;39.0;1;Tarde
0;11.0;0;Tarde
0;25.0;1;Tarde
0;5.0;0;Tarde
0;65.0;1;Tarde
0;6.0;0;Tarde
0;41.0;1;Tarde
0;14.0;0;Tarde
0;7.0;0;Tarde
0;5.0;0;Tarde
0;-2.0;0;Tarde
0;18.0;1;Tarde
0;1.0;0;Tarde
0;12.0;0;Tarde
0;1.0;0;Tarde
0;4.0;0;Tarde
0;24.0;1;Tarde
0;0.0;0;Tarde
0;6.0;0;Tarde
0;6.0;0;Tarde
0;28.0;1;Tarde
0;11.0;0;Tarde
0;-2.0;0;Tarde
0;14.0;0;Tarde
0;7.0;0;Tarde
0;21.0;1;Tarde
0;-1.0;0;Tarde
0;-1.0;0;Tarde
1;-1.0;0;Mañana
1;0.0;0;Mañana
0;3.0;0;Mañana
0;-2.0;0;Mañana
0;24.0;1;Mañana
0;5.0;0;Mañana
0;-9.0;0;Mañana
0;1.0;0;Mañana
0;0.0;0;Mañana
0;3.0;0;Mañana
0;-5.0;0;Mañana
0;10.0;0;Noche
0;-6.0;0;Mañana
0;15.0;0;Mañana
0;-2.0;0;Mañana
0;10.0;0;Mañana
0;-4.0;0;Mañana
0;17.0;1;Noche
0;0.0;0;Mañana
0;2.0;0;Mañana
0;1.0;0;Mañana
0;9.0;0;Mañana
0;13.0;0;Mañana
0;9.0;0;Noche
0;2.0;0;Mañana
0;24.0;1;Mañana
0;3.0;0;Mañana
0;18.0;1;Mañana
1;15.0;0;Tarde
1;4.0;0;Tarde
0;-4.0;0;Tarde
0;-1.0;0;Tarde
0;11.0;0;Tarde
0;-5.0;0;Tarde
0;-1.0;0;Tarde
0;28.0;1;Tarde
0;-4.0;0;Tarde
0;-2.0;0;Tarde
0;36.0;1;Tarde
0;-1.0;0;Tarde
0;-3.0;0;Tarde
0;2.0;0;Tarde
0;-1.0;0;Tarde
0;24.0;1;Tarde
0;3.0;0;Tarde
0;3.0;0;Tarde
0;-5.0;0;Tarde
0;100.0;1;Tarde
0;-2.0;0;Tarde
0;3.0;0;Tarde
0;7.0;0;Tarde
0;28.0;1;Tarde
0;-2.0;0;Tarde
0;19.0;1;Tarde
0;-7.0;0;Tarde
0;0.0;0;Tarde
0;5.0;0;Tarde
0;5.0;0;Tarde
0;1.0;0;Tarde
1;37.0;1;Mañana
1;-9.0;0;Mañana
0;-3.0;0;Mañana
0;-2.0;0;Mañana
0;13.0;0;Mañana
0;-2.0;0;Mañana
0;-1.0;0;Mañana
0;2.0;0;Mañana
0;1.0;0;Mañana
0;-4.0;0;Mañana
0;-2.0;0;Mañana
0;15.0;0;Mañana
0;11.0;0;Mañana
0;-3.0;0;Mañana
0;-2.0;0;Mañana
0;-2.0;0;Mañana
0;-2.0;0;Mañana
0;-3.0;0;Mañana
0;-7.0;0;Mañana
0;10.0;0;Mañana
0;-6.0;0;Mañana
0;-7.0;0;Mañana
0;0.0;0;Mañana
0;47.0;1;Mañana
0;4.0;0;Mañana
0;-5.0;0;Mañana
0;6.0;0;Mañana
0;-5.0;0;Mañana
0;3.0;0;Mañana
0;-1.0;0;Mañana
0;-4.0;0;Mañana
1;2.0;0;Noche
1;-3.0;0;Noche
0;4.0;0;Noche
0;-2.0;0;Noche
0;11.0;0;Noche
0;7.0;0;Mañana
0;20.0;1;Mañana
0;0.0;0;Mañana
1;3.0;0;Mañana
1;-3.0;0;Mañana
0;-3.0;0;Mañana
0;-1.0;0;Mañana
0;0.0;0;Mañana
0;-4.0;0;Mañana
0;9.0;0;Mañana
0;-3.0;0;Mañana
0;3.0;0;Mañana
0;3.0;0;Mañana
0;-2.0;0;Mañana
0;1.0;0;Mañana
0;-1.0;0;Mañana
0;-3.0;0;Mañana
0;16.0;1;Mañana
0;5.0;0;Mañana
0;3.0;0;Mañana
0;-2.0;0;Mañana
0;6.0;0;Mañana
0;24.0;1;Mañana
0;-3.0;0;Mañana
0;1.0;0;Mañana
0;-1.0;0;Mañana
0;4.0;0;Tarde
0;3.0;0;Tarde
0;-1.0;0;Tarde
0;4.0;0;Tarde
0;1.0;0;Tarde
0;7.0;0;Tarde
0;1.0;0;Tarde
0;-2.0;0;Tarde
0;15.0;0;Tarde
1;-2.0;0;Noche
0;1.0;0;Noche
0;14.0;0;Noche
0;0.0;0;Noche
1;-5.0;0;Mañana
0;-3.0;0;Mañana
0;4.0;0;Mañana
0;14.0;0;Mañana
0;4.0;0;Mañana
0;-3.0;0;Mañana
0;1.0;0;Mañana
0;-1.0;0;Mañana
0;-2.0;0;Mañana
0;-1.0;0;Mañana
0;-5.0;0;Mañana
0;5.0;0;Mañana
0;1.0;0;Mañana
0;0.0;0;Mañana
0;1.0;0;Mañana
0;2.0;0;Mañana
0;-2.0;0;Mañana
0;-1.0;0;Mañana
0;-1.0;0;Mañana
0;45.0;1;Mañana
0;3.0;0;Mañana
0;0.0;0;Mañana
1;11.0;0;Tarde
0;4.0;0;Tarde
0;2.0;0;Tarde
0;-3.0;0;Tarde
0;-1.0;0;Tarde
0;2.0;0;Mañana
1;12.0;0;Noche
0;-5.0;0;Noche
0;-1.0;0;Noche
0;49.0;1;Noche
0;16.0;1;Noche
0;-2.0;0;Noche
0;0.0;0;Noche
0;0.0;0;Noche
0;-2.0;0;Noche
1;5.0;0;Noche
0;7.0;0;Noche
0;1.0;0;Noche
0;6.0;0;Noche
0;-2.0;0;Noche
0;14.0;0;Noche
0;-3.0;0;Noche
0;10.0;0;Noche
0;4.0;0;Noche
1;9.0;0;Noche
0;9.0;0;Noche
1;-3.0;0;Noche
0;4.0;0;Noche
0;6.0;0;Noche
0;3.0;0;Tarde
1;20.0;1;Noche
1;11.0;0;Noche
0;3.0;0;Noche
0;-6.0;0;Noche
0;1.0;0;Noche
0;0.0;0;Noche
0;-3.0;0;Noche
0;5.0;0;Noche
0;5.0;0;Noche
0;13.0;0;Noche
0;-1.0;0;Noche
0;1.0;0;Noche
0;3.0;0;Noche
0;61.0;1;Noche
0;2.0;0;Noche
0;9.0;0;Noche
0;-3.0;0;Noche
0;14.0;0;Noche
0;-3.0;0;Noche
0;2.0;0;Noche
0;-3.0;0;Noche
0;3.0;0;Noche
0;4.0;0;Noche
0;27.0;1;Tarde
1;1.0;0;Mañana
1;-1.0;0;Mañana
0;1.0;0;Mañana
0;0.0;0;Mañana
0;0.0;0;Mañana
0;-1.0;0;Mañana
0;0.0;0;Mañana
0;0.0;0;Mañana
0;7.0;0;Mañana
0;1.0;0;Mañana
0;1.0;0;Mañana
0;3.0;0;Mañana
0;1.0;0;Mañana
0;0.0;0;Mañana
0;18.0;1;Mañana
0;0.0;0;Mañana
0;22.0;1;Mañana
0;-4.0;0;Mañana
0;1.0;0;Mañana
0;-3.0;0;Mañana
0;115.0;1;Mañana
0;3.0;0;Mañana
0;0.0;0;Mañana
0;25.0;1;Mañana
0;2.0;0;Mañana
0;1.0;0;Mañana
0;12.0;0;Mañana
0;6.0;0;Mañana
0;13.0;0;Mañana
0;0.0;0;Mañana
0;3.0;0;Mañana
1;16.0;1;Tarde
0;2.0;0;Tarde
0;-1.0;0;Tarde
0;-3.0;0;Tarde
0;2.0;0;Tarde
0;3.0;0;Tarde
0;1.0;0;Tarde
0;9.0;0;Tarde
0;-4.0;0;Tarde
0;-2.0;0;Tarde
0;5.0;0;Tarde
0;-4.0;0;Tarde
0;-9.0;0;Tarde
0;6.0;0;Tarde
1;-2.0;0;Mañana
1;0.0;0;Mañana
0;0.0;0;Mañana
0;-1.0;0;Mañana
0;-5.0;0;Mañana
0;-2.0;0;Mañana
0;0.0;0;Mañana
0;-2.0;0;Mañana
0;-1.0;0;Mañana
0;-4.0;0;Mañana
0;-3.0;0;Mañana
0;0.0;0;Mañana
0;0.0;0;Mañana
0;-3.0;0;Mañana
0;-8.0;0;Mañana
0;0.0;0;Mañana
0;1.0;0;Mañana
0;15.0;0;Mañana
0;-1.0;0;Mañana
0;12.0;0;Mañana
0;-2.0;0;Mañana
0;5.0;0;Mañana
1;-3.0;0;Mañana
1;-3.0;0;Mañana
0;-1.0;0;Tarde
0;3.0;0;Tarde
0;-2.0;0;Mañana
0;1.0;0;Mañana
0;5.0;0;Tarde
0;5.0;0;Tarde
0;-3.0;0;Mañana
0;-5.0;0;Mañana
0;13.0;0;Tarde
0;-1.0;0;Tarde
0;-6.0;0;Mañana
0;1.0;0;Tarde
0;0.0;0;Tarde
0;-2.0;0;Mañana
1;3.0;0;Mañana
1;-6.0;0;Mañana
0;-3.0;0;Mañana
0;7.0;0;Mañana
0;16.0;1;Mañana
0;5.0;0;Mañana
0;-1.0;0;Mañana
0;-1.0;0;Mañana
0;-1.0;0;Mañana
0;1.0;0;Mañana
0;0.0;0;Mañana
0;3.0;0;Mañana
0;-3.0;0;Mañana
0;9.0;0;Mañana
0;-1.0;0;Mañana
0;-4.0;0;Mañana
0;-2.0;0;Mañana
0;-1.0;0;Mañana
0;-1.0;0;Mañana
0;12.0;0;Mañana
0;23.0;1;Mañana
0;-6.0;0;Mañana
0;1.0;0;Mañana
0;3.0;0;Mañana
0;4.0;0;Mañana
0;1.0;0;Mañana
0;0.0;0;Mañana
0;8.0;0;Mañana
0;7.0;0;Mañana
0;2.0;0;Mañana
0;-3.0;0;Mañana
0;-4.0;0;Tarde
0;-4.0;0;Noche
0;-5.0;0;Mañana
0;0.0;0;Noche
0;1.0;0;Mañana
0;2.0;0;Noche
0;-2.0;0;Mañana
0;-3.0;0;Noche
0;-3.0;0;Mañana
0;1.0;0;Tarde
0;-5.0;0;Mañana
0;-3.0;0;Tarde
0;2.0;0;Mañana
0;0.0;0;Tarde
0;-1.0;0;Mañana
0;-5.0;0;Tarde
0;-6.0;0;Mañana
0;-4.0;0;Mañana
0;2.0;0;Mañana
0;2.0;0;Mañana
0;4.0;0;Mañana
0;10.0;0;Mañana
1;6.0;0;Tarde
1;-1.0;0;Tarde
0;-3.0;0;Tarde
0;1.0;0;Tarde
0;-1.0;0;Tarde
0;0.0;0;Tarde
0;-1.0;0;Tarde
0;2.0;0;Tarde
0;2.0;0;Tarde
0;0.0;0;Tarde
0;1.0;0;Tarde
0;0.0;0;Tarde
0;0.0;0;Tarde
0;-5.0;0;Tarde
0;1.0;0;Tarde
0;2.0;0;Tarde
0;-5.0;0;Tarde
0;-5.0;0;Tarde
0;-5.0;0;Tarde
1;-6.0;0;Tarde
1;-1.0;0;Tarde
0;-3.0;0;Tarde
0;-4.0;0;Tarde
0;4.0;0;Tarde
0;-3.0;0;Tarde
0;-2.0;0;Tarde
0;-2.0;0;Tarde
0;3.0;0;Tarde
0;3.0;0;Tarde
0;-3.0;0;Tarde
0;2.0;0;Tarde
0;-1.0;0;Tarde
0;-6.0;0;Tarde
0;-2.0;0;Tarde
0;5.0;0;Tarde
0;0.0;0;Tarde
0;-1.0;0;Tarde
0;-2.0;0;Tarde
0;7.0;0;Tarde
0;0.0;0;Tarde
0;2.0;0;Tarde
0;0.0;0;Tarde
0;-3.0;0;Tarde
0;9.0;0;Tarde
0;-6.0;0;Tarde
0;-1.0;0;Tarde
1;-1.0;0;Tarde
1;-2.0;0;Tarde
0;6.0;0;Tarde
0;0.0;0;Tarde
0;10.0;0;Tarde
0;6.0;0;Tarde
0;-1.0;0;Tarde
0;-2.0;0;Tarde
0;11.0;0;Tarde
0;3.0;0;Tarde
0;0.0;0;Tarde
0;4.0;0;Tarde
0;2.0;0;Tarde
0;-3.0;0;Tarde
0;-6.0;0;Tarde
0;-4.0;0;Tarde
0;10.0;0;Tarde
0;0.0;0;Tarde
0;0.0;0;Tarde
0;-1.0;0;Tarde
0;-3.0;0;Tarde
0;15.0;0;Tarde
0;-4.0;0;Tarde
0;-1.0;0;Tarde
0;-1.0;0;Tarde
0;16.0;1;Tarde
0;2.0;0;Tarde
0;0.0;0;Tarde
0;0.0;0;Tarde
0;3.0;0;Tarde
1;5.0;0;Noche
0;-1.0;0;Noche
0;2.0;0;Noche
0;-3.0;0;Noche
0;0.0;0;Noche
0;-8.0;0;Noche
0;-1.0;0;Noche
0;3.0;0;Noche
0;0.0;0;Noche
0;159.0;1;Mañana
0;1.0;0;Mañana
0;0.0;0;Mañana
0;-2.0;0;Mañana
0;7.0;0;Mañana
0;-1.0;0;Mañana
0;0.0;0;Mañana
0;0.0;0;Mañana
0;8.0;0;Mañana
0;0.0;0;Mañana
0;-1.0;0;Mañana
0;9.0;0;Mañana
0;2.0;0;Mañana
0;0.0;0;Mañana
0;-7.0;0;Mañana
0;-1.0;0;Mañana
1;3.0;0;Mañana
0;2.0;0;Mañana
0;-1.0;0;Mañana
0;2.0;0;Mañana
0;-1.0;0;Mañana
0;4.0;0;Mañana
0;-1.0;0;Mañana
0;2.0;0;Mañana
0;9.0;0;Mañana
0;0.0;0;Mañana
0;-2.0;0;Mañana
0;6.0;0;Mañana
0;1.0;0;Mañana
0;-1.0;0;Mañana
0;13.0;0;Mañana
0;12.0;0;Mañana
0;4.0;0;Mañana
1;-2.0;0;Tarde
1;4.0;0;Tarde
0;8.0;0;Mañana
0;8.0;0;Tarde
0;-4.0;0;Tarde
0;-1.0;0;Tarde
0;2.0;0;Tarde
0;1.0;0;Tarde
0;-3.0;0;Noche
0;1.0;0;Mañana
0;8.0;0;Tarde
0;1.0;0;Tarde
0;-2.0;0;Tarde
0;0.0;0;Tarde
0;-3.0;0;Tarde
0;2.0;0;Tarde
0;1.0;0;Mañana
0;0.0;0;Tarde
0;-3.0;0;Tarde
0;0.0;0;Tarde
0;-1.0;0;Tarde
0;-3.0;0;Tarde
0;26.0;1;Tarde
0;-6.0;0;Mañana
0;1.0;0;Tarde
0;-1.0;0;Tarde
0;4.0;0;Tarde
0;5.0;0;Tarde
0;-7.0;0;Tarde
0;0.0;0;Tarde
0;6.0;0;Mañana
0;-4.0;0;Tarde
0;16.0;1;Tarde
0;-2.0;0;Mañana
0;-1.0;0;Tarde
0;-3.0;0;Mañana
0;-2.0;0;Tarde
0;-6.0;0;Mañana
0;-2.0;0;Mañana
0;-1.0;0;Mañana
0;-1.0;0;Mañana
0;0.0;0;Mañana
0;-1.0;0;Mañana
0;-1.0;0;Mañana
0;5.0;0;Mañana
1;-3.0;0;Tarde
0;5.0;0;Tarde
0;34.0;1;Tarde
0;-1.0;0;Tarde
0;-2.0;0;Tarde
0;6.0;0;Tarde
0;-1.0;0;Tarde
0;-4.0;0;Tarde
0;-1.0;0;Tarde
0;-1.0;0;Tarde
1;5.0;0;Tarde
0;-5.0;0;Tarde
0;-5.0;0;Noche
0;-6.0;0;Tarde
0;-1.0;0;Tarde
0;7.0;0;Tarde
0;8.0;0;Tarde
0;-2.0;0;Tarde
0;94.0;1;Tarde
1;9.0;0;Noche
1;-1.0;0;Noche
0;2.0;0;Noche
0;3.0;0;Tarde
0;-1.0;0;Noche
0;-6.0;0;Noche
0;-1.0;0;Noche
0;-1.0;0;Noche
0;-1.0;0;Tarde
0;-1.0;0;Noche
0;2.0;0;Noche
0;-4.0;0;Noche
0;9.0;0;Noche
0;2.0;0;Tarde
0;-2.0;0;Noche
0;-5.0;0;Noche
0;-1.0;0;Noche
0;1.0;0;Noche
0;0.0;0;Tarde
0;13.0;0;Noche
0;-1.0;0;Noche
0;1.0;0;Noche
0;6.0;0;Noche
0;0.0;0;Noche
0;2.0;0;Noche
0;9.0;0;Noche
1;-4.0;0;Noche
0;6.0;0;Mañana
0;-2.0;0;Mañana
0;8.0;0;Noche
0;6.0;0;Mañana
0;20.0;1;Noche
0;-2.0;0;Mañana
0;-3.0;0;Noche
0;-1.0;0;Mañana
0;7.0;0;Noche
1;9.0;0;Mañana
1;3.0;0;Mañana
0;4.0;0;Mañana
0;3.0;0;Mañana
0;8.0;0;Mañana
0;4.0;0;Mañana
0;4.0;0;Mañana
0;-2.0;0;Mañana
0;0.0;0;Mañana
0;38.0;1;Mañana
0;-4.0;0;Mañana
0;9.0;0;Mañana
0;0.0;0;Mañana
0;13.0;0;Mañana
0;22.0;1;Mañana
0;10.0;0;Mañana
0;3.0;0;Mañana
0;-3.0;0;Mañana
0;6.0;0;Mañana
0;0.0;0;Mañana
0;1.0;0;Mañana
0;2.0;0;Mañana
0;2.0;0;Mañana
0;-2.0;0;Mañana
0;6.0;0;Mañana
0;1.0;0;Mañana
0;6.0;0;Mañana
0;1.0;0;Mañana
0;8.0;0;Mañana
0;-2.0;0;Mañana
0;1.0;0;Mañana
1;7.0;0;Mañana
0;-1.0;0;Mañana
0;-1.0;0;Mañana
0;0.0;0;Mañana
0;7.0;0;Mañana
0;-3.0;0;Mañana
0;14.0;0;Mañana
0;12.0;0;Mañana
0;0.0;0;Mañana
0;-4.0;0;Mañana
0;1.0;0;Mañana
0;2.0;0;Mañana
0;-1.0;0;Mañana
0;-1.0;0;Mañana
0;2.0;0;Mañana
0;5.0;0;Mañana
0;11.0;0;Mañana
0;-1.0;0;Noche
0;-2.0;0;Tarde
0;7.0;0;Mañana
0;2.0;0;Tarde
0;6.0;0;Mañana
0;7.0;0;Tarde
0;2.0;0;Mañana
0;0.0;0;Mañana
1;33.0;1;Tarde
1;3.0;0;Tarde
0;12.0;0;Mañana
0;51.0;1;Tarde
0;3.0;0;Tarde
0;0.0;0;Tarde
0;4.0;0;Tarde
0;1.0;0;Tarde
0;19.0;1;Mañana
0;-1.0;0;Mañana
0;0.0;0;Tarde
0;16.0;1;Tarde
0;-1.0;0;Tarde
0;3.0;0;Tarde
0;-1.0;0;Mañana
0;3.0;0;Mañana
0;0.0;0;Tarde
0;7.0;0;Tarde
0;3.0;0;Tarde
0;-7.0;0;Tarde
0;-1.0;0;Tarde
0;26.0;1;Tarde
0;4.0;0;Tarde
0;5.0;0;Tarde
1;5.0;0;Tarde
1;1.0;0;Tarde
0;3.0;0;Noche
0;9.0;0;Tarde
0;27.0;1;Tarde
0;1.0;0;Tarde
0;-2.0;0;Tarde
0;0.0;0;Tarde
0;-1.0;0;Tarde
0;0.0;0;Tarde
0;0.0;0;Tarde
0;2.0;0;Tarde
0;2.0;0;Tarde
0;3.0;0;Tarde
0;4.0;0;Tarde
